input,label
متحدہ عرب امارات میں بارش کیلئے بادلوں کو نچوڑنے کا فیصلہ,4
نئے ٹیسٹ کے ذریعے ایبولا کی تشخیص اب منٹوں میں ممکن,2
وائی فائی کے سگنل کی رفتار بڑھانے کے چند آسان طریقے,4
دھوپ سینکنے کے عمل سے ماں بننے کی صلاحیت میں اضافہ ہوتا ہے، ماہرین,2
"بیلجئم میں 10,000 انڈوں سے بنی آملیٹ منٹوں میں چٹ",6
باپ کے ساتھ رہنے والے بچے بہتر نشوونما پاتے ہیں,2
لیموں والا نیم گرم پانی نہار منہ پینے کے حیرت انگیز فائدے,2
صرف بیویاں ہی نہیں مرد بھی اپنی بیویوں کی بیماری کا باعث بنتے ہیں,2
بھارت میں اپنی عمر کے لحاظ سے دنیا کی سب سے وزنی بچی,6
میں ’لائک‘ کروں کہ نہ کروں۔۔۔؟,4
آپ کی تصاویرمیں سے بہترین تصویر منتخب کرنے والی ایپلی کیشن متعارف,4
بنائیے ایپلی کیشنز اور کمائیے پیسہ,4
گھانا میں 10 سال سے کام کرنے والا جعلی امریکی سفارت خانہ پکڑا گیا,6
اب وائرلیس کے ذریعے دوسرے فون کی بیٹری سے پاور لینا ممکن ہوگیا,4
کافی کینسر کی وجہ نہیں تاہم گرم مشروبات سے کینسر ہوسکتا ہے، عالمی ادارہ صحت,2
امریکا میں 10 لاکھ موتیوں سے مزین دنیا کا سب سے بڑا شادی کا لباس تیار,6
ڈولفن ریڈار سسٹم  ,4
خون کی رگوں کو جوان کرنے والا نایاب اینٹی آکسیڈنٹ دریافت,2
ایران میں رشتے کرانے کے لیے پہلی سرکاری ویب سائٹ لانچ,6
بناکر فقیروں کا ہم بھیس۔۔۔۔۔دنیا کے امیر بھکاری,6
چائے کا استعمال بزرگوں کو دماغی امراض سے بچاتا ہے، تحقیق,2
جلد سے زہر خارج کرنے والا دنیا کا زہریلا مینڈک,6
گوگل کے نئے ورژن میں صارفین کی شکایات کا ازالہ کردیا گیا,4
آلودہ ماحول اور اکتا دینے والی ملازمت یادداشت اور توجہ کو شدید متاثر کرسکتی ہے، تحقیق,2
’’ گھر کی صفائی ستھرائی  کیوں نہیں کرتیں؟‘‘,6
عاشق محبوبہ کو محبت کایقین دلاتے ٹرین کے آگے جاگرا,6
چھینک روکنے پر برطانوی شہری کے گلے کی نالی پھٹ گئی,6
افریقہ کے سمندر کی گہرائیوں میں پہلا ہوٹل تیار کرلیا گیا,6
دنیا کا سب سے بڑا ہوائی جہاز اُڑان بھرنے کو تیار,4
اچھی نیند کے لیے چند آسان ٹوٹکے,2
2017ء کے نوبل انعام,4
نوبل انعام یافتہ پاکستانی سائنسداں ڈاکٹرعبدالسلام,4
خون میں موجود پروٹین کی خرابی کے باعث پیدا ہونے والی بیماری,2
پیدائشی طور پر صحت مند بچے تعلیمی میدان میں نمایاں کارکردگی کا مظاہرہ کرتے ہیں، تحقیق,4
ملک میں ہر سال ہزاروں بچوں کی پیدائشی امراضِ قلب سے اموات,2
غذائیں جو دل کو صحت مند بناتی ہیں,2
وہمی ماں نے بلاوجہ تندرست بچے کے 13 آپریشن کروادیے ,6
عرب خاندان کیلئے قیمتی ہیروں سے سجا دنیا کا مہنگا ترین کیک تیار,6
سائیکل کوچوری سے بچانے کیلیے بدبودارگیس چھوڑنے والا لاک,6
مرد خواتین کے ساتھ زیادہ کھانا کھاتے ہیں، تحقیق,6
پڑھائی اور ورزش ساتھ ساتھ,2
پاکستان بھی رینسم ویئر وائرس حملے کی زد میں آگیا,4
صرف 15 سیکنڈ میں چارج ہوجانے والی الیکٹرک میٹرو بس,4
عجیب بیماری میں مبتلا روزانہ 200 گولیاں کھانے والے دو بھائی,4
کتیا نے مالک کو مرنے سے بچالیا,6
واٹس ایپ پر دوسروں کو بھیجے گئے میسیج کو ڈیلیٹ کرنا ممکن ہوگیا,4
کینسرکے علاج کے لیے خود کش جینز تھراپی تیکنیک متعارف,2
امریکا میں چور نے چوری سے پہلے ہی اپنا بھانڈا خود پھوڑ دیا,6
انٹارکٹیکا کبھی سبزے سے ڈھکا تھا,4
واٹس ایپ کے 10 ایسے خفیہ فیچرزجن سے ہم اب تک لا علم تھے,4
پاکستانیوں میں ہیئر ٹرانسپلانٹ کا رجحان تیزی سے بڑھ رہا ہے،  سروے,4
سائنسدانوں نے بھوک کنٹرول کرنے والا ہارمون دریافت کرلیا,2
نیوزی لینڈ کی 91 سالہ خاتون نے پل سے جمپ لگا کرلوگوں کوحیرت زدہ کردیا,6
ناقص غذا سے دنیا کی آدھی آبادی کی صحت کو خطرہ,2
پولیو وائرس سے کینسر کا علاج ممکن ہوگیا,2
دو ہزار روز سے روزانہ ڈزنی لینڈ جانے والا جنونی شخص,6
بے خوابی کے شکار افراد کو سُلانے والا جادوئی لوشن,2
خوراک میں سرخ گوشت کا استعمال چھاتی کے کینسرکے امکانات بڑھا دیتا ہے، تحقيق,4
پاکستانی ماہرِ قلب ڈاکٹر جعفر خان کے لیے اعلیٰ برطانوی ایوارڈ,2
الارم کی جگہ اب جاپانی مچھیرے آپ کو صبح جگائیں گے,6
اب پیاز کے ذریعے بال لمبے کریں,2
’’فوٹو اسکین‘‘ گوگل کی نئی ایپ سے اب اپنی پرنٹڈ تصاویر کو ہمیشہ کے لیے محفوظ کریں,4
گلوبل وارمنگ سے ملیریا کا خطرہ    ,4
پاکستان کی پہلی صحت موبائل ایپ ’’فائنڈمائی ڈاکٹر‘‘ شروع,2
انسانی جسم میں دواؤں کو اپنے مقام تک پہنچانے والی پہلی ’’نینو مچھلی‘‘ تیار,4
بارش کے قطرے پڑتے ہی شیشے جیسا شفاف ہوجانے والا عجیب پھول,6
خبردار! کافی کا استعمال بلڈ پریشر کے علاج میں رکاوٹ ڈال سکتا ہے,2
چکن گونیا کی وبا بے قابو، کراچی کے تمام سرکاری اسپتالوں میں ایمرجنسی نافذ,2
روبوٹک خلائی لینڈر نے دم دار ستارے کی سطح پراترکرنئی تاریخ رقم کردی,4
جاپان میں ایک مچھلی سوا 3 کروڑ روپے میں فروخت,6
کھانے کی وہ اشیاء جنہیں بغیر دھوئے ہرگز نہ کھائیں,2
فرانسیسی کمپنی نے چھوٹے کھلونا ڈرون متعارف کرا دیے ,6
پلوٹو کی سطح پرسیکڑوں میٹر بلند برفیلے مینار دریافت,4
کمپنیوں کو واٹس ایپ صارفین کے ذاتی ڈیٹا تک رسائی کی اجازت,4
یہ غذائیں کھائیے؛ کمزور بالوں اور گنج پن سے نجات پائیے,2
کھانے میں کیلوریزکم کرنے والی پلیٹ تیار,2
دل کے مریضوں کو ہارٹ فیل سے بچانے والا ننھا پیراشوٹ تیار,2
ذہنی دباؤ کے شکارافراد میں جگرکی بیماریوں سے مرنےکا خطرہ زیادہ ہوسکتا ہے، تحقیق,2
ہلدی کے ناقابلِ یقین اور حیرت انگیز فوائد,2
تیزی سے کٹتے جنگلات؛ پاکستان ماحولیاتی تنزلی کا شکار ہونے کو ہے,4
گیجٹس کے دور میں ادب,4
تھر پارکر اور عمر کوٹ کی غریب حاملہ خواتین کو ماہانہ 1500 روپے دینے کا فیصلہ,2
اسمارٹ کی چین,4
10 ڈگری تک درجہ حرارت کم کرنے والا پلاسٹک تیار,4
کریڈٹ کارڈ جتنا مکمل کمپیوٹر,4
بلیک ہولز کا پردہ اٹھنے کو ہے ؛ کائنات کے اس راز کی تحقیق میں پیش قدمی,4
آئی فون استعمال کرنے والے ایک بار پھر ہیکرز کے نشانے پر,4
چہروں پر کیل مہاسوں اور آدھے سر کے درد سے نجات کیلیے آسان گھریلو نسخے,2
کراچی کے شہریوں کو بغیر کلورین ملا پانی فراہم کیا جانے لگا، اموات کا خدشہ,2
سر کے شدید درد میں آرام دینے والی ٹافی تیار,2
دولت کی غیر منصفانہ تقسیم دنیا کو تباہ کردے گی، ماہر طبعیات اسٹیفن ہاکنگ,4
خواتین پرحاکم بننے والے مرد ذہنی مریض ہوسکتے ہیں، تحقیق,2
دنیا کا سب سے چھوٹا انجن بنالیا گیا,4
صفائی کیلئے استعمال ہونے والا بلیچ بچوں کی صحت پر اثر انداز ہوتا ہے، تحقیق,2
چکن گنیا کے ممکنہ حملے سے 2006 میں ہی خبردار کردیا تھا، پروفیسر ڈاکٹر امتیاز,2
دودھ نہ پلانے والی ماؤں میں کینسر کا خطرہ بڑھ جاتا ہے,2
دوری جدول میں شامل 4 نئے عناصر کے نام رکھ دیئے گئے,4
واٹس ایپ نے صارفین کے لیے ایک اور مفید فیچر متعارف کرادیا,4
ایک انجکشن سے درجنوں دوائیں ایک ساتھ دی جاسکیں گی,2
بچوں کے کمروں میں ٹی وی اور ویڈیو گیم نہ رکھئے,2
سمندروں میں آکسیجن کی کمی کا ذمہ دار کون؟,4
آرکٹک سمندرمیں برف کم ہونے سے 80 ہزارسے زائد بارہ سنگھے ہلاک,4
آنتوں اور پیٹ کے بیکٹیریا سے اب دماغی امراض کا علاج ممکن,2
سطح آب پر چلنے والا روبوٹ تیار,4
کون بنے گا زمین کا محافظ؟ ناسا نے درخواستیں مانگ لیں,4
بلوچستان کے مختلف اضلاع میں خسرہ کی وبا سے 9 بچے جاں بحق,2
ملک کاہردسواں فردہیپا ٹائٹس اے میں مبتلا ہے،ماہرین طب,2
ذیابیطس سے کیسے بچا جائے؟,2
آسٹیوپوروسس  ,4
بچوں میں پانی کی کمی نوٹ کرنے والا نیا مؤثر طریقہ,2
امریکا میں تھری ڈی مشین سے تیار کی گئی دوا کے استعمال کی منظوری دیدی گئی,2
سرد ہوا میں ناک کیوں بہنے لگتی ہے؟,2
سمندر میں پلاسٹک کا کچرا برفانی آرکٹک میں جمع ہورہا ہے,4
گیم اینڈ واچ کا فل اسکرین ورژن مقبول ہوگیا,4
فیس بک کے بھی کچھ تقاضے ہیں,4
حیاتِ جاودانی پانے کی خواہش!  ,4
واٹس ایپ گروپ ایڈمنسٹریٹرزکے لیے نئے فیچرز,4
بدنامی کے خوف سے تیسری جنس کے افراد اپنا علاج کرانے سے بھی کتراتے ہیں، رپورٹ,2
موسم سرما کی روایتی بیماریوں سے بچنے کے لئے کیا کھائیں؟,2
ایموجیز نے خواتین کے من کی مراد کو سمجھنا آسان بنا دیا,2
آنکھوں کے سیاہ حلقے دور کرنے اور چہرے کو خوبصورت بنانے کے آسان نسخے,2
ہیضہ ہماری آنتوں کا محافظ,2
صرف 5 سیکنڈ میں ملیریا کی تشخیص کرنے والی ڈیوائس تیار,2
